chr	start	end	gene_id	strand	kgID	bioentity	symbol	gene_info
chr1	153727482	153728482	uc057ldb.1_up_1000_chr1_153727483_f	+	uc057ldb.1	RGD:1304593	INTS3	integrator complex subunit 3
chr1	153749853	153750853	uc010peb.3_up_1000_chr1_153749854_f	+	uc010peb.3	RGD:1304593	INTS3	integrator complex subunit 3
chr1	153750134	153751134	uc057lde.1_up_1000_chr1_153750135_f	+	uc057lde.1	RGD:1304593	INTS3	integrator complex subunit 3
chr1	153751076	153752076	uc057ldf.1_up_1000_chr1_153751077_f	+	uc057ldf.1	RGD:1304593	INTS3	integrator complex subunit 3
chr1	153756636	153757636	uc057ldg.1_up_1000_chr1_153756637_f	+	uc057ldg.1	RGD:1304593	INTS3	integrator complex subunit 3
chr1	153758673	153759673	uc057ldh.1_up_1000_chr1_153758674_f	+	uc057ldh.1	RGD:1304593	INTS3	integrator complex subunit 3
chr1	153765474	153766474	uc001fcx.4_up_1000_chr1_153765475_f	+	uc001fcx.4	RGD:1304593	INTS3	integrator complex subunit 3
chr1	153765830	153766830	uc057ldi.1_up_1000_chr1_153765831_f	+	uc057ldi.1	RGD:1304593	INTS3	integrator complex subunit 3
chr1	153772033	153773033	uc057ldk.1_up_1000_chr1_153772034_f	+	uc057ldk.1	RGD:1304593	INTS3	integrator complex subunit 3
chr1	182838368	182839368	uc001gpr.4_up_1000_chr1_182838369_f	+	uc001gpr.4	RGD:1308548	DHX9	DExH-box helicase 9
chr1	182838733	182839733	uc057nup.1_up_1000_chr1_182838734_f	+	uc057nup.1	RGD:1308548	DHX9	DExH-box helicase 9
chr1	182853040	182854040	uc057nuq.1_up_1000_chr1_182853041_f	+	uc057nuq.1	RGD:1308548	DHX9	DExH-box helicase 9
chr1	182857829	182858829	uc057nur.1_up_1000_chr1_182857830_f	+	uc057nur.1	RGD:1308548	DHX9	DExH-box helicase 9
chr1	182875128	182876128	uc057nus.1_up_1000_chr1_182875129_f	+	uc057nus.1	RGD:1308548	DHX9	DExH-box helicase 9
chr1	182875913	182876913	uc057nut.1_up_1000_chr1_182875914_f	+	uc057nut.1	RGD:1308548	DHX9	DExH-box helicase 9
chr1	182876417	182877417	uc057nuu.1_up_1000_chr1_182876418_f	+	uc057nuu.1	RGD:1308548	DHX9	DExH-box helicase 9
chr1	182880284	182881284	uc057nuv.1_up_1000_chr1_182880285_f	+	uc057nuv.1	RGD:1308548	DHX9	DExH-box helicase 9
chr1	202335818	202336818	uc057olz.1_up_1000_chr1_202335819_r	-	uc057olz.1	RGD:1310816	UBE2T	ubiquitin-conjugating enzyme E2T
chr1	202341980	202342980	uc001gxx.5_up_1000_chr1_202341981_r	-	uc001gxx.5	RGD:1310816	UBE2T	ubiquitin-conjugating enzyme E2T
chr1	202341980	202342980	uc057oly.1_up_1000_chr1_202341981_r	-	uc057oly.1	RGD:1310816	UBE2T	ubiquitin-conjugating enzyme E2T
chr1	205719726	205720726	uc057ouq.1_up_1000_chr1_205719727_r	-	uc057ouq.1	RGD:620993	NUCKS1	nuclear casein kinase and cyclin-dependent kinase substrate 1
chr1	205750276	205751276	uc001hdb.4_up_1000_chr1_205750277_r	-	uc001hdb.4	RGD:620993	NUCKS1	nuclear casein kinase and cyclin-dependent kinase substrate 1
chr1	212034552	212035552	uc010ptb.3_up_1000_chr1_212034553_f	+	uc010ptb.3	RGD:1310439	DTL	denticleless E3 ubiquitin protein ligase homolog
chr1	212034576	212035576	uc009xdc.5_up_1000_chr1_212034577_f	+	uc009xdc.5	RGD:1310439	DTL	denticleless E3 ubiquitin protein ligase homolog
chr1	212034845	212035845	uc057pez.1_up_1000_chr1_212034846_f	+	uc057pez.1	RGD:1310439	DTL	denticleless E3 ubiquitin protein ligase homolog
chr1	212071073	212072073	uc057pfa.1_up_1000_chr1_212071074_f	+	uc057pfa.1	RGD:1310439	DTL	denticleless E3 ubiquitin protein ligase homolog
chr1	212079368	212080368	uc057pfb.1_up_1000_chr1_212079369_f	+	uc057pfb.1	RGD:1310439	DTL	denticleless E3 ubiquitin protein ligase homolog
chr1	212099645	212100645	uc057pfd.1_up_1000_chr1_212099646_f	+	uc057pfd.1	RGD:1310439	DTL	denticleless E3 ubiquitin protein ligase homolog
chr1	226362252	226363252	uc057pyl.1_up_1000_chr1_226362253_r	-	uc057pyl.1	RGD:2053	PARP1	poly (ADP-ribose) polymerase 1
chr1	226363160	226364160	uc057pym.1_up_1000_chr1_226363161_r	-	uc057pym.1	RGD:2053	PARP1	poly (ADP-ribose) polymerase 1
chr1	226364372	226365372	uc057pyk.1_up_1000_chr1_226364373_r	-	uc057pyk.1	RGD:2053	PARP1	poly (ADP-ribose) polymerase 1
chr1	226370643	226371643	uc057pyn.1_up_1000_chr1_226370644_r	-	uc057pyn.1	RGD:2053	PARP1	poly (ADP-ribose) polymerase 1
chr1	226371115	226372115	uc057pyj.1_up_1000_chr1_226371116_r	-	uc057pyj.1	RGD:2053	PARP1	poly (ADP-ribose) polymerase 1
chr1	226392792	226393792	uc057pyo.1_up_1000_chr1_226392793_r	-	uc057pyo.1	RGD:2053	PARP1	poly (ADP-ribose) polymerase 1
chr1	226407982	226408982	uc057pyr.1_up_1000_chr1_226407983_r	-	uc057pyr.1	RGD:2053	PARP1	poly (ADP-ribose) polymerase 1
chr1	226408073	226409073	uc001hqd.5_up_1000_chr1_226408074_r	-	uc001hqd.5	RGD:2053	PARP1	poly (ADP-ribose) polymerase 1
chr1	226408075	226409075	uc057pyp.1_up_1000_chr1_226408076_r	-	uc057pyp.1	RGD:2053	PARP1	poly (ADP-ribose) polymerase 1
chr1	226408079	226409079	uc057pyq.1_up_1000_chr1_226408080_r	-	uc057pyq.1	RGD:2053	PARP1	poly (ADP-ribose) polymerase 1
chr1	231336103	231337103	uc001hus.5_up_1000_chr1_231336104_f	+	uc001hus.5	RGD:1559496	SPRTN	SprT-like N-terminal domain
chr1	231337047	231338047	uc001hur.5_up_1000_chr1_231337048_f	+	uc001hur.5	RGD:1559496	SPRTN	SprT-like N-terminal domain
chr1	231337255	231338255	uc001hut.5_up_1000_chr1_231337256_f	+	uc001hut.5	RGD:1559496	SPRTN	SprT-like N-terminal domain
chr1	231337294	231338294	uc057qis.1_up_1000_chr1_231337295_f	+	uc057qis.1	RGD:1559496	SPRTN	SprT-like N-terminal domain
chr1	231338426	231339426	uc057qit.1_up_1000_chr1_231338427_f	+	uc057qit.1	RGD:1559496	SPRTN	SprT-like N-terminal domain
chr1	231346676	231347676	uc057qiu.1_up_1000_chr1_231346677_f	+	uc057qiu.1	RGD:1559496	SPRTN	SprT-like N-terminal domain
chr1	241846966	241847966	uc057qtg.1_up_1000_chr1_241846967_f	+	uc057qtg.1	RGD:1309465	EXO1	exonuclease 1
chr1	241847179	241848179	uc001hzh.4_up_1000_chr1_241847180_f	+	uc001hzh.4	RGD:1309465	EXO1	exonuclease 1
chr1	241847224	241848224	uc057qth.1_up_1000_chr1_241847225_f	+	uc057qth.1	RGD:1309465	EXO1	exonuclease 1
chr1	241847250	241848250	uc057qti.1_up_1000_chr1_241847251_f	+	uc057qti.1	RGD:1309465	EXO1	exonuclease 1
chr1	241847730	241848730	uc021plj.2_up_1000_chr1_241847731_f	+	uc021plj.2	RGD:1309465	EXO1	exonuclease 1
chr1	241847830	241848830	uc021plk.2_up_1000_chr1_241847831_f	+	uc021plk.2	RGD:1309465	EXO1	exonuclease 1
chr1	241847949	241848949	uc057qtj.1_up_1000_chr1_241847950_f	+	uc057qtj.1	RGD:1309465	EXO1	exonuclease 1
chr1	241847950	241848950	uc057qtk.1_up_1000_chr1_241847951_f	+	uc057qtk.1	RGD:1309465	EXO1	exonuclease 1
chr1	241847982	241848982	uc057qtl.1_up_1000_chr1_241847983_f	+	uc057qtl.1	RGD:1309465	EXO1	exonuclease 1
chr1	241849491	241850491	uc057qtm.1_up_1000_chr1_241849492_f	+	uc057qtm.1	RGD:1309465	EXO1	exonuclease 1
chr1	241878039	241879039	uc057qtn.1_up_1000_chr1_241878040_f	+	uc057qtn.1	RGD:1309465	EXO1	exonuclease 1
chr1	241884356	241885356	uc057qto.1_up_1000_chr1_241884357_f	+	uc057qto.1	RGD:1309465	EXO1	exonuclease 1
chr10	5889202	5890202	uc057rku.1_up_1000_chr10_5889203_f	+	uc057rku.1	RGD:1306298	FBXO18	F-box protein, helicase, 18
chr10	5889230	5890230	uc001iis.5_up_1000_chr10_5889231_f	+	uc001iis.5	RGD:1306298	FBXO18	F-box protein, helicase, 18
chr10	5889247	5890247	uc057rkv.1_up_1000_chr10_5889248_f	+	uc057rkv.1	RGD:1306298	FBXO18	F-box protein, helicase, 18
chr10	5889279	5890279	uc057rkw.1_up_1000_chr10_5889280_f	+	uc057rkw.1	RGD:1306298	FBXO18	F-box protein, helicase, 18
chr10	5893385	5894385	uc001iit.5_up_1000_chr10_5893386_f	+	uc001iit.5	RGD:1306298	FBXO18	F-box protein, helicase, 18
chr10	5902165	5903165	uc057rkx.1_up_1000_chr10_5902166_f	+	uc057rkx.1	RGD:1306298	FBXO18	F-box protein, helicase, 18
chr10	5905505	5906505	uc057rky.1_up_1000_chr10_5905506_f	+	uc057rky.1	RGD:1306298	FBXO18	F-box protein, helicase, 18
chr10	5913177	5914177	uc057rkz.1_up_1000_chr10_5913178_f	+	uc057rkz.1	RGD:1306298	FBXO18	F-box protein, helicase, 18
chr10	5916061	5917061	uc057rla.1_up_1000_chr10_5916062_f	+	uc057rla.1	RGD:1306298	FBXO18	F-box protein, helicase, 18
chr10	5920345	5921345	uc057rlb.1_up_1000_chr10_5920346_f	+	uc057rlb.1	RGD:1306298	FBXO18	F-box protein, helicase, 18
chr10	5920353	5921353	uc057rlc.1_up_1000_chr10_5920354_f	+	uc057rlc.1	RGD:1306298	FBXO18	F-box protein, helicase, 18
chr10	5922570	5923570	uc057rld.1_up_1000_chr10_5922571_f	+	uc057rld.1	RGD:1306298	FBXO18	F-box protein, helicase, 18
chr10	5924263	5925263	uc057rle.1_up_1000_chr10_5924264_f	+	uc057rle.1	RGD:1306298	FBXO18	F-box protein, helicase, 18
chr10	5924410	5925410	uc057rlf.1_up_1000_chr10_5924411_f	+	uc057rlf.1	RGD:1306298	FBXO18	F-box protein, helicase, 18
chr10	5924410	5925410	uc057rlg.1_up_1000_chr10_5924411_f	+	uc057rlg.1	RGD:1306298	FBXO18	F-box protein, helicase, 18
chr10	5935632	5936632	uc057rli.1_up_1000_chr10_5935633_f	+	uc057rli.1	RGD:1306298	FBXO18	F-box protein, helicase, 18
chr10	6087986	6088986	uc001ijb.4_up_1000_chr10_6087987_f	+	uc001ijb.4	RGD:1311208	RBM17	RNA binding motif protein 17
chr10	6088053	6089053	uc057rmi.1_up_1000_chr10_6088054_f	+	uc057rmi.1	RGD:1311208	RBM17	RNA binding motif protein 17
chr10	6088070	6089070	uc057rmj.1_up_1000_chr10_6088071_f	+	uc057rmj.1	RGD:1311208	RBM17	RNA binding motif protein 17
chr10	6088345	6089345	uc010qav.3_up_1000_chr10_6088346_f	+	uc010qav.3	RGD:1311208	RBM17	RNA binding motif protein 17
chr10	6095909	6096909	uc057rmk.1_up_1000_chr10_6095910_f	+	uc057rmk.1	RGD:1311208	RBM17	RNA binding motif protein 17
chr10	6103945	6104945	uc057rml.1_up_1000_chr10_6103946_f	+	uc057rml.1	RGD:1311208	RBM17	RNA binding motif protein 17
chr10	6103970	6104970	uc057rmm.1_up_1000_chr10_6103971_f	+	uc057rmm.1	RGD:1311208	RBM17	RNA binding motif protein 17
chr10	6107487	6108487	uc057rmn.1_up_1000_chr10_6107488_f	+	uc057rmn.1	RGD:1311208	RBM17	RNA binding motif protein 17
chr10	6111701	6112701	uc057rmo.1_up_1000_chr10_6111702_f	+	uc057rmo.1	RGD:1311208	RBM17	RNA binding motif protein 17
chr10	6112362	6113362	uc057rmp.1_up_1000_chr10_6112363_f	+	uc057rmp.1	RGD:1311208	RBM17	RNA binding motif protein 17
chr10	6112906	6113906	uc057rmq.1_up_1000_chr10_6112907_f	+	uc057rmq.1	RGD:1311208	RBM17	RNA binding motif protein 17
chr10	6113146	6114146	uc001ijc.4_up_1000_chr10_6113147_f	+	uc001ijc.4	RGD:1311208	RBM17	RNA binding motif protein 17
chr10	14911322	14912322	uc057ryu.1_up_1000_chr10_14911323_r	-	uc057ryu.1	RGD:708574	DCLRE1C	DNA cross-link repair 1C
chr10	14923675	14924675	uc001ink.5_up_1000_chr10_14923676_r	-	uc001ink.5	RGD:708574	DCLRE1C	DNA cross-link repair 1C
chr10	14928062	14929062	uc057ryv.1_up_1000_chr10_14928063_r	-	uc057ryv.1	RGD:708574	DCLRE1C	DNA cross-link repair 1C
chr10	14928082	14929082	uc057ryt.1_up_1000_chr10_14928083_r	-	uc057ryt.1	RGD:708574	DCLRE1C	DNA cross-link repair 1C
chr10	14954018	14955018	uc057ryx.1_up_1000_chr10_14954019_r	-	uc057ryx.1	RGD:708574	DCLRE1C	DNA cross-link repair 1C
chr10	14954019	14955019	uc057ryy.1_up_1000_chr10_14954020_r	-	uc057ryy.1	RGD:708574	DCLRE1C	DNA cross-link repair 1C
chr10	14954031	14955031	uc057ryw.1_up_1000_chr10_14954032_r	-	uc057ryw.1	RGD:708574	DCLRE1C	DNA cross-link repair 1C
chr10	14954048	14955048	uc001inm.5_up_1000_chr10_14954049_r	-	uc001inm.5	RGD:708574	DCLRE1C	DNA cross-link repair 1C
chr10	14954048	14955048	uc001inn.5_up_1000_chr10_14954049_r	-	uc001inn.5	RGD:708574	DCLRE1C	DNA cross-link repair 1C
chr10	14954048	14955048	uc001inp.5_up_1000_chr10_14954049_r	-	uc001inp.5	RGD:708574	DCLRE1C	DNA cross-link repair 1C
chr10	14954048	14955048	uc001inq.5_up_1000_chr10_14954049_r	-	uc001inq.5	RGD:708574	DCLRE1C	DNA cross-link repair 1C
chr10	14954048	14955048	uc009xji.5_up_1000_chr10_14954049_r	-	uc009xji.5	RGD:708574	DCLRE1C	DNA cross-link repair 1C
chr10	14954058	14955058	uc001inr.5_up_1000_chr10_14954059_r	-	uc001inr.5	RGD:708574	DCLRE1C	DNA cross-link repair 1C
chr10	14954072	14955072	uc001inl.5_up_1000_chr10_14954073_r	-	uc001inl.5	RGD:708574	DCLRE1C	DNA cross-link repair 1C
chr10	14954095	14955095	uc001ino.5_up_1000_chr10_14954096_r	-	uc001ino.5	RGD:708574	DCLRE1C	DNA cross-link repair 1C
chr10	14954432	14955432	uc010qbx.4_up_1000_chr10_14954433_r	-	uc010qbx.4	RGD:708574	DCLRE1C	DNA cross-link repair 1C
chr10	49470281	49471281	uc057tep.1_up_1000_chr10_49470282_r	-	uc057tep.1	RGD:1311509	ERCC6	ERCC excision repair 6, chromatin remodeling factor
chr10	49476258	49477258	uc057ten.1_up_1000_chr10_49476259_r	-	uc057ten.1	RGD:1311509	ERCC6	ERCC excision repair 6, chromatin remodeling factor
chr10	49502122	49503122	uc010qgr.4_up_1000_chr10_49502123_r	-	uc010qgr.4	RGD:1311509	ERCC6	ERCC excision repair 6, chromatin remodeling factor
chr10	49502157	49503157	uc057ter.1_up_1000_chr10_49502158_r	-	uc057ter.1	RGD:1311509	ERCC6	ERCC excision repair 6, chromatin remodeling factor
chr10	49505999	49506999	uc057teq.1_up_1000_chr10_49506000_r	-	uc057teq.1	RGD:1311509	ERCC6	ERCC excision repair 6, chromatin remodeling factor
chr10	49506408	49507408	uc057tes.1_up_1000_chr10_49506409_r	-	uc057tes.1	RGD:1311509	ERCC6	ERCC excision repair 6, chromatin remodeling factor
chr10	49506480	49507480	uc057teo.1_up_1000_chr10_49506481_r	-	uc057teo.1	RGD:1311509	ERCC6	ERCC excision repair 6, chromatin remodeling factor
chr10	49530737	49531737	uc057teu.1_up_1000_chr10_49530738_r	-	uc057teu.1	RGD:1311509	ERCC6	ERCC excision repair 6, chromatin remodeling factor
chr10	49539026	49540026	uc001jhs.6_up_1000_chr10_49539027_r	-	uc001jhs.6	RGD:1311509	ERCC6	ERCC excision repair 6, chromatin remodeling factor
chr10	49539538	49540538	uc057tev.1_up_1000_chr10_49539539_r	-	uc057tev.1	RGD:1311509	ERCC6	ERCC excision repair 6, chromatin remodeling factor
chr10	49833274	49834274	uc057tfi.1_up_1000_chr10_49833275_r	-	uc057tfi.1	RGD:620387	PARG	poly (ADP-ribose) glycohydrolase
chr10	49867434	49868434	uc057tfk.1_up_1000_chr10_49867435_r	-	uc057tfk.1	RGD:620387	PARG	poly (ADP-ribose) glycohydrolase
chr10	49941970	49942970	uc057tfj.1_up_1000_chr10_49941971_r	-	uc057tfj.1	RGD:620387	PARG	poly (ADP-ribose) glycohydrolase
chr10	49941985	49942985	uc057tfh.1_up_1000_chr10_49941986_r	-	uc057tfh.1	RGD:620387	PARG	poly (ADP-ribose) glycohydrolase
chr10	49941986	49942986	uc057tff.1_up_1000_chr10_49941987_r	-	uc057tff.1	RGD:620387	PARG	poly (ADP-ribose) glycohydrolase
chr10	49941998	49942998	uc057tfg.1_up_1000_chr10_49941999_r	-	uc057tfg.1	RGD:620387	PARG	poly (ADP-ribose) glycohydrolase
chr10	49970203	49971203	uc057tfe.1_up_1000_chr10_49970204_r	-	uc057tfe.1	RGD:620387	PARG	poly (ADP-ribose) glycohydrolase
chr10	60777330	60778330	uc057tmj.1_up_1000_chr10_60777331_f	+	uc057tmj.1	RGD:2319	CDK1	cyclin-dependent kinase 1
chr10	60777364	60778364	uc057tmk.1_up_1000_chr10_60777365_f	+	uc057tmk.1	RGD:2319	CDK1	cyclin-dependent kinase 1
chr10	60777453	60778453	uc001jld.3_up_1000_chr10_60777454_f	+	uc001jld.3	RGD:2319	CDK1	cyclin-dependent kinase 1
chr10	60777453	60778453	uc001jlg.4_up_1000_chr10_60777454_f	+	uc001jlg.4	RGD:2319	CDK1	cyclin-dependent kinase 1
chr10	60777456	60778456	uc057tml.1_up_1000_chr10_60777457_f	+	uc057tml.1	RGD:2319	CDK1	cyclin-dependent kinase 1
chr10	60777492	60778492	uc031pvg.2_up_1000_chr10_60777493_f	+	uc031pvg.2	RGD:2319	CDK1	cyclin-dependent kinase 1
chr10	60777495	60778495	uc057tmm.1_up_1000_chr10_60777496_f	+	uc057tmm.1	RGD:2319	CDK1	cyclin-dependent kinase 1
chr10	60779152	60780152	uc057tmn.1_up_1000_chr10_60779153_f	+	uc057tmn.1	RGD:2319	CDK1	cyclin-dependent kinase 1
chr10	60786670	60787670	uc057tmo.1_up_1000_chr10_60786671_f	+	uc057tmo.1	RGD:2319	CDK1	cyclin-dependent kinase 1
chr10	67883668	67884668	uc001jnd.3_up_1000_chr10_67883669_f	+	uc001jnd.3	RGD:1308542	SIRT1	sirtuin 1
chr10	67884180	67885180	uc010qis.3_up_1000_chr10_67884181_f	+	uc010qis.3	RGD:1308542	SIRT1	sirtuin 1
chr10	67884180	67885180	uc057tpl.1_up_1000_chr10_67884181_f	+	uc057tpl.1	RGD:1308542	SIRT1	sirtuin 1
chr10	67884183	67885183	uc057tpm.1_up_1000_chr10_67884184_f	+	uc057tpm.1	RGD:1308542	SIRT1	sirtuin 1
chr10	67890483	67891483	uc001jne.4_up_1000_chr10_67890484_f	+	uc001jne.4	RGD:1308542	SIRT1	sirtuin 1
chr10	67905049	67906049	uc057tpn.1_up_1000_chr10_67905050_f	+	uc057tpn.1	RGD:1308542	SIRT1	sirtuin 1
chr10	68419423	68420423	uc057trb.1_up_1000_chr10_68419424_r	-	uc057trb.1	RGD:1306791	DNA2	DNA replication helicase/nuclease 2
chr10	68430607	68431607	uc057tra.1_up_1000_chr10_68430608_r	-	uc057tra.1	RGD:1306791	DNA2	DNA replication helicase/nuclease 2
chr10	68443006	68444006	uc057trc.1_up_1000_chr10_68443007_r	-	uc057trc.1	RGD:1306791	DNA2	DNA replication helicase/nuclease 2
chr10	68471886	68472886	uc001jog.4_up_1000_chr10_68471887_r	-	uc001jog.4	RGD:1306791	DNA2	DNA replication helicase/nuclease 2
chr10	68471886	68472886	uc057tre.1_up_1000_chr10_68471887_r	-	uc057tre.1	RGD:1306791	DNA2	DNA replication helicase/nuclease 2
chr10	68471915	68472915	uc057tqx.1_up_1000_chr10_68471916_r	-	uc057tqx.1	RGD:1306791	DNA2	DNA replication helicase/nuclease 2
chr10	68472121	68473121	uc057tqy.1_up_1000_chr10_68472122_r	-	uc057tqy.1	RGD:1306791	DNA2	DNA replication helicase/nuclease 2
chr10	68472121	68473121	uc057tqz.1_up_1000_chr10_68472122_r	-	uc057tqz.1	RGD:1306791	DNA2	DNA replication helicase/nuclease 2
chr10	68480764	68481764	uc057trf.1_up_1000_chr10_68480765_r	-	uc057trf.1	RGD:1311311	SLC25A16	solute carrier family 25 member 16
chr10	68488590	68489590	uc057tri.1_up_1000_chr10_68488591_r	-	uc057tri.1	RGD:1311311	SLC25A16	solute carrier family 25 member 16
chr10	68506605	68507605	uc057trj.1_up_1000_chr10_68506606_r	-	uc057trj.1	RGD:1311311	SLC25A16	solute carrier family 25 member 16
chr10	68518218	68519218	uc057trg.1_up_1000_chr10_68518219_r	-	uc057trg.1	RGD:1311311	SLC25A16	solute carrier family 25 member 16
chr10	68527416	68528416	uc057trl.1_up_1000_chr10_68527417_r	-	uc057trl.1	RGD:1311311	SLC25A16	solute carrier family 25 member 16
chr10	68527438	68528438	uc057trh.1_up_1000_chr10_68527439_r	-	uc057trh.1	RGD:1311311	SLC25A16	solute carrier family 25 member 16
chr10	68527474	68528474	uc001joi.4_up_1000_chr10_68527475_r	-	uc001joi.4	RGD:1311311	SLC25A16	solute carrier family 25 member 16
chr10	97459741	97460741	uc057vfj.1_up_1000_chr10_97459742_r	-	uc057vfj.1	RGD:727890	MMS19	MMS19 homolog, cytosolic iron-sulfur assembly component
chr10	97460319	97461319	uc057vfm.1_up_1000_chr10_97460320_r	-	uc057vfm.1	RGD:727890	MMS19	MMS19 homolog, cytosolic iron-sulfur assembly component
chr10	97461366	97462366	uc057vfo.1_up_1000_chr10_97461367_r	-	uc057vfo.1	RGD:727890	MMS19	MMS19 homolog, cytosolic iron-sulfur assembly component
chr10	97463006	97464006	uc057vfp.1_up_1000_chr10_97463007_r	-	uc057vfp.1	RGD:727890	MMS19	MMS19 homolog, cytosolic iron-sulfur assembly component
chr10	97463982	97464982	uc001knq.4_up_1000_chr10_97463983_r	-	uc001knq.4	RGD:727890	MMS19	MMS19 homolog, cytosolic iron-sulfur assembly component
chr10	97467525	97468525	uc057vfk.1_up_1000_chr10_97467526_r	-	uc057vfk.1	RGD:727890	MMS19	MMS19 homolog, cytosolic iron-sulfur assembly component
chr10	97470140	97471140	uc057vfq.1_up_1000_chr10_97470141_r	-	uc057vfq.1	RGD:727890	MMS19	MMS19 homolog, cytosolic iron-sulfur assembly component
chr10	97498384	97499384	uc057vfn.1_up_1000_chr10_97498385_r	-	uc057vfn.1	RGD:727890	MMS19	MMS19 homolog, cytosolic iron-sulfur assembly component
chr10	97498388	97499388	uc057vfl.1_up_1000_chr10_97498389_r	-	uc057vfl.1	RGD:727890	MMS19	MMS19 homolog, cytosolic iron-sulfur assembly component
chr10	97498399	97499399	uc057vfw.1_up_1000_chr10_97498400_r	-	uc057vfw.1	RGD:727890	MMS19	MMS19 homolog, cytosolic iron-sulfur assembly component
chr10	97498410	97499410	uc057vfr.1_up_1000_chr10_97498411_r	-	uc057vfr.1	RGD:727890	MMS19	MMS19 homolog, cytosolic iron-sulfur assembly component
chr10	97498429	97499429	uc057vfu.1_up_1000_chr10_97498430_r	-	uc057vfu.1	RGD:727890	MMS19	MMS19 homolog, cytosolic iron-sulfur assembly component
chr10	97498429	97499429	uc057vfv.1_up_1000_chr10_97498430_r	-	uc057vfv.1	RGD:727890	MMS19	MMS19 homolog, cytosolic iron-sulfur assembly component
chr10	97498432	97499432	uc057vfs.1_up_1000_chr10_97498433_r	-	uc057vfs.1	RGD:727890	MMS19	MMS19 homolog, cytosolic iron-sulfur assembly component
chr10	97498447	97499447	uc057vfx.1_up_1000_chr10_97498448_r	-	uc057vfx.1	RGD:727890	MMS19	MMS19 homolog, cytosolic iron-sulfur assembly component
chr10	97498609	97499609	uc010qox.4_up_1000_chr10_97498610_r	-	uc010qox.4	RGD:727890	MMS19	MMS19 homolog, cytosolic iron-sulfur assembly component
chr10	97498720	97499720	uc001kns.5_up_1000_chr10_97498721_r	-	uc001kns.5	RGD:727890	MMS19	MMS19 homolog, cytosolic iron-sulfur assembly component
chr10	97498758	97499758	uc001knt.5_up_1000_chr10_97498759_r	-	uc001knt.5	RGD:727890	MMS19	MMS19 homolog, cytosolic iron-sulfur assembly component
chr10	97498794	97499794	uc057vft.1_up_1000_chr10_97498795_r	-	uc057vft.1	RGD:727890	MMS19	MMS19 homolog, cytosolic iron-sulfur assembly component
chr10	100911568	100912568	uc001krt.5_up_1000_chr10_100911569_f	+	uc001krt.5	RGD:1560300	SLF2	SMC5-SMC6 complex localization factor 2
chr10	100911962	100912962	uc001krr.2_up_1000_chr10_100911963_f	+	uc001krr.2	RGD:1560300	SLF2	SMC5-SMC6 complex localization factor 2
chr10	100911978	100912978	uc001krs.4_up_1000_chr10_100911979_f	+	uc001krs.4	RGD:1560300	SLF2	SMC5-SMC6 complex localization factor 2
chr10	100911995	100912995	uc001krq.5_up_1000_chr10_100911996_f	+	uc001krq.5	RGD:1560300	SLF2	SMC5-SMC6 complex localization factor 2
chr10	100942653	100943653	uc057vkv.1_up_1000_chr10_100942654_f	+	uc057vkv.1	RGD:1560300	SLF2	SMC5-SMC6 complex localization factor 2
chr10	101582225	101583225	uc057vne.1_up_1000_chr10_101582226_r	-	uc057vne.1	RGD:1308053	POLL	DNA polymerase lambda
chr10	101583193	101584193	uc001ktd.1_up_1000_chr10_101583194_r	-	uc001ktd.1	RGD:1308053	POLL	DNA polymerase lambda
chr10	101584919	101585919	uc057vnh.1_up_1000_chr10_101584920_r	-	uc057vnh.1	RGD:1308053	POLL	DNA polymerase lambda
chr10	101587200	101588200	uc057vnl.1_up_1000_chr10_101587201_r	-	uc057vnl.1	RGD:1308053	POLL	DNA polymerase lambda
chr10	101587405	101588405	uc057vnk.1_up_1000_chr10_101587406_r	-	uc057vnk.1	RGD:1308053	POLL	DNA polymerase lambda
chr10	101587406	101588406	uc057vng.1_up_1000_chr10_101587407_r	-	uc057vng.1	RGD:1308053	POLL	DNA polymerase lambda
chr10	101587421	101588421	uc001ktg.2_up_1000_chr10_101587422_r	-	uc001ktg.2	RGD:1308053	POLL	DNA polymerase lambda
chr10	101588126	101589126	uc001kth.2_up_1000_chr10_101588127_r	-	uc001kth.2	RGD:1308053	POLL	DNA polymerase lambda
chr10	101588209	101589209	uc001ktj.3_up_1000_chr10_101588210_r	-	uc001ktj.3	RGD:1308053	POLL	DNA polymerase lambda
chr10	101588228	101589228	uc057vnj.1_up_1000_chr10_101588229_r	-	uc057vnj.1	RGD:1308053	POLL	DNA polymerase lambda
chr10	101588230	101589230	uc057vnm.1_up_1000_chr10_101588231_r	-	uc057vnm.1	RGD:1308053	POLL	DNA polymerase lambda
